sentence,eyewitnessed
RT @Cmdr_Hadfield: Floods are an unbridled misery. My heartfelt thoughts and wishes for a swift recovery to those battling the Alberta high…,NotEyewitness
RT @NateInVegas: I'll donate $1 (up to $500) for every retweet this gets to help someone affected by the flood in #Calgary #Canmore #High R…,Eyewitness
RT @UCalgary: #UCalgary joins @cityofcalgary emergency reception centres for #yycflood support. We've opened 700 residence beds. http://t.c…,NotEyewitness
"Floods kill three, force 75000 from Calgary homes - http://t.co/FiaIe814t3",NotEyewitness
RT @schmutzie: Did you know that flood insurance doesn't exist in Canada? Text REDCROSS to 30333 to donate $5 in support of #ABfloods #yycf…,NotEyewitness
RT @SnarkySteff: Had the wrong photo credit for that amazing fireman in the flood relief pic. It was @SUNLyleAspinall. #yycflood http://t.c…,NotEyewitness
"Floods kill 3, 75,000 forced from Calgary homes http://t.co/c6OPFjFLkA | AP #news",NotEyewitness
@nenshi - The City asks that Calgarians LIMIT WATER USE as much as possible. Thank you. #yyc #yycflood,NotEyewitness
RT @IAmJodiHughes: Great article from @weathernetwork about why we had so much rain: http://t.co/G84432rRxQ #ABflood,NotEyewitness
"RT @EricFrancis: Best stat from #YYCflood is that 100,000+ have been evacuated and only 1,500 needed shelter. The rest were taken in by fel…",Eyewitness
"RT @GlobalParker: Wow...“@GlennStreet: Saddledome is flooded, below the light is a ramp to drive down to arena floor. #YYC #yycflood http:/…",NotEyewitness
Toronto Mayor Rob Ford offers support to flooded Calgary: As residents and officials deal with the flooding th... http://t.co/Uc5LQPc3AV,NotEyewitness
"Floods kill two, forces 75,000 from Calgary homes: Floods kill two, forces 75,000 from Calgary homes CALGARY,... http://t.co/kqYzEJSW7t",NotEyewitness
The Beauty of the Tragedy. #staysafe #yycflood #abflood #yyc #calgary #flood http://t.co/xyfXHjKCxO,Eyewitness
"RT @Mookalicious: Ok Calgary, let's give this some RT love. It's awesome!! #abflood http://t.co/tPc5FFxg9P",NotEyewitness
RT @MyPetGloat: Manitoba issues flood warning for The Pas. Saskatchewan River to rise as Alberta flood waters move east http://t.co/qfSQGZZ…,NotEyewitness
"RT @m_hollett: Heat wave in Alaska, floods in Alberta, killer smog in Singapore, yeah, this global warning stuff is crap. Let's laugh at pl…",NotEyewitness
RT @CgyCA: Power could be out in downtown #Calgary for days: http://t.co/srcBNAwVSl #abflood #yycflood #yyc,NotEyewitness
RT @Real_Rodeo: Some prayers going out for the Calgary stampede. #flood #prayers,NotEyewitness
Video: Evacuated Calgarians say flooding is worst they've seen | Watch the video - Yahoo! News Canada http://t.co/nhxljTHTfk,NotEyewitness
RT @wfrisch: Going to be rough week on kids displaced from homes. Maybe movie theaters want to host some free kids movies? #yycfloods,NotEyewitness
"I know how to sandbag, use sump-pumps &amp; can carry things out of basements (slow-clap). I do want to help. #yyc #yychelps #yycflood",NotEyewitness
"Floods shut down Canada's oil capital, two killed says Reuters http://t.co/AU7iwVxAiq",NotEyewitness
"Saved by any means possible: Stunning flooding images around Calgary, Alberta, as people are being saved any w... http://t.co/qIPt6wlJ5h",NotEyewitness
Before and after #Calgary #yycflood http://t.co/rT1xM1FivX,Eyewitness
RT @cityofcalgary: Prefer to communicate by 'liking'. #yycflood updates on our Facebook page. https://t.co/gjiOcF1uTq #yyc,NotEyewitness
@digiseb: Calgary hit by this :( - Deadly floods hit western Canada http://t.co/udJ39GuzJY,Eyewitness
#ableg #yycflood Extreme Weather Adds Up to Troubling Future http://t.co/X95lO3V75E Poor communities no support like in Calgary. They die.,NotEyewitness
Nature Sends a Message: Massive Flooding in Calgary.: The media makes no mention of human caus... http://t.co/RG0w8Dp3Iz #wellness #yoga,Eyewitness
Downtown Calgary evacuated as flooding takes turn for the worse http://t.co/2Xjet1KSVj,NotEyewitness
RT @cenovus: Donating $1M to #abflood relief incl. $250K immediately to @redcrosscanada; will also work w/ other community partners in reco…,NotEyewitness
RT @MattX929: Saddledome filled about 9 rows up! Whoever got that pic- wow #yycflood http://t.co/CtThkmUc0Y,Eyewitness
RT @PaulBromby: RT @TPSChrisBoddy: Wishing our friends at @CalgaryPolice and other emergency service workers a safe weekend. #abflood #yycf…,NotEyewitness
RT @GongshowGear: Thoughts and Prayers with all our friends in Calgary as they weather record floods - stay strong #alberta,NotEyewitness
RT @vanrennenberg: A plaque along the oldman river in #lethbridge. Showing ~15 foot difference between June '95 and now #yql #ABFlood http:…,NotEyewitness
RT @AlbertaGrl: @LeighPatrick Has anyone priced a fruit tray lately? $60 is normal. #yycflood,NotEyewitness
"RT @RedCrossAB: @UnitedWayCgy this is incredible. Thank you so much for the support, it is greatly appreciated! #calgarystrong #yycflood",NotEyewitness
"RT @Sean_in_Calgary: At the Drop In Centre(4804 Ed. Tr. NE) they need socks, underwear, back packs, and of course toiletries! #yyc #yycflood",NotEyewitness
RT @CBCAlerts: Almost 200K forced out of their homes in Alberta flooding  . 22 Alberta communities under states of emergency. #abflood,NotEyewitness
RT @bebeasley: @markusoff: RT @lonnietaylor: The Ctrain tunnel coming into the core is underwater. #yycflood http://t.co/bp1P78D2mq Oh wo…,Eyewitness
“@660News: Evacuations WILL NOT be removed until flood waters recede: CEMA Director Bruce Burrell. #yyc #yycflood” .... #dammit,NotEyewitness
"RT @cityofcalgary: #yyc water quality is good. But, we ask you to reduce water usage to reduce demand on treatment plants. #yycflood http:/…",NotEyewitness
RT @ABPremierComms: .@Premier_Redford hugs an evacuated senior at the #yyc Fish Creek YMCA evacuation centre #abflood http://t.co/af3o6Q9IAh,NotEyewitness
"RT @TelegraphNews: At least three killed and 75,000 evacuated after days of catastrophic flooding in Calgary http://t.co/sVSPev1WnE (AP) ht…",NotEyewitness
@SunNewsNetwork #Calgary #Flood Could Ionospheric Heaters Weather Warfare be responsible? http://t.co/5FyVypyAzy,NotEyewitness
"All Calgary Red Arrow trips are on schedule. If you choose to cancel or change your trip, you may do so without charge. #yycflood #yyc",NotEyewitness
At least three dead as Canada floods force large-scale Calgary evacuation - http://t.co/VqsJgBT3QA,NotEyewitness
Wonderful photo “@clasicmac: Love this pic!!! Police keeping our streets safe overnight. #yycflood #abflood http://t.co/EqHwDc4mzG”,Eyewitness
RT @lethsnews: New Story: This. #yql #abflood http://t.co/06A5REyNzk,NotEyewitness
Photo of Calgary #YYC courtesy Keri. #ABflood,Eyewitness
"There are two groups working at the Emergency Operation Centre; one on re-entry plans, the other on critical infrastructure. #yycflood",Eyewitness
RT @pmharper: Chatting with first responders in Calgary. Thank you all again for all your hard work. http://t.co/LM7qOVUYln #abflood #yycfl…,Eyewitness
"Southern Alberta braces for rain amid flood warnings: At least 175,000 people in Alberta have now been ordered... http://t.co/cDoOGxcYpY",NotEyewitness
“@DonnaEmbretson: One more photo of Calgary during the flood yesterday. #CalgaryFlood #yycflood http://t.co/E3gxp0G2kd”. Oh no Hope u r well,Eyewitness
Twitter For First Response : Loyal2U - http://t.co/JyNR0kSRDu #KerryGeorge #abflood #yycflood,NotEyewitness
Some neighbourhoods to re-open in #Calgary as flooding situation improves #ABflood #YYC  http://t.co/9SGeifwGiW,NotEyewitness
MP @MichelleRempel announces federal Conservative Party Calgary convention next weekend is postponed due to #YYCfloods.,NotEyewitness
RT @RobertFife: Conservatives postpone next weekend's convention in Calgary because of flood waters #cdnpoli,NotEyewitness
#GlobalWarming #FAIL RT “@LeighPatrick: Snake oil salesman &gt; RT“@HuffPostCanada: David Suzuki: Is #abflood a sign of climate change?”,NotEyewitness
RT @abbassomji: City officials currently speaking to media. #ABflood #YYCflood,NotEyewitness
Are there any organizations in #yyc that can use volunteers right now for #yycflood? People show up and we'd love to refer them to you.,Eyewitness
We remain on-air covering #yycflood #abflood for one more hour. Incredible aerial pictures out of Bowness from Global 1 in the last hour.,NotEyewitness
RT @mandykorenowski: I am excited at the opportunity to learn how to have a 3 minute shower #ThinkPositive  #yycflood,Eyewitness
RT @ShopprsDrugMart: Donate your Shoppers Optimum Points at any SDM store to the Canadian Red Cross flood relief efforts in Alberta #abfloo…,NotEyewitness
@PaulPabst  RT @jaymes: @MattBInYYC @alex_ruiz Not sure if either of you seem this one yet #yycflood #Flames http://t.co/FYKIYxVZkW””,Eyewitness
RT @PetRecoveryYYC: #yycflood LOST CAT - We were evacuated from our downtown condo Tootsi came with us but -can not be found. http://t.co/8…,Eyewitness
RT @CBCCalgary: Calgary downtown evacuation zone extended to 11th and 12th ave btwn 14th st to the West &amp; 17th st to the East. #ABFLOOD #YYC,NotEyewitness
"No special flood treatment for Stampede grounds, says City of Calgary http://t.co/GwwTR9Vqcx #yyc",NotEyewitness
@UAHUNT please pray for all the victims of the southern Alberta flood. http://t.co/dS6jvd9vyH,NotEyewitness
@anndecter @YWCACanada @YWCAofCalgary Thanks Ann. Response has been incredible.  #yycflood,NotEyewitness
RT @CIAwesome: .@nenshi's got it covered #yyc. Great job @BadPortraits http://t.co/35VtX16ijQ #yycflood #abflood,NotEyewitness
Banff Marathon and K100 both cancelled due to the flood situation in southern Alberta as runners rally to help in the flood effort,NotEyewitness
"RT @ARAMARKCalgary: Currently we are looking at our downtown core business being closed due to the #yycfloods until Wednesday, however me m…",NotEyewitness
"RT @paulbrandt: Thanks for your generosity! Text REACH to 45678 to give $10 to @builditforward, proceeds to recovery for #abflood! #ABStrong",Eyewitness
Canada floods: Three killed as waters threaten Calgary - BBC News http://t.co/OYLGVkLWtB,NotEyewitness
RT @CIAwesome: This Google Crisis Map gives a good overview of all the flood spots around the city http://t.co/Qzvx0f2bGj #yycflood #abflood,Eyewitness
Just saw a c-117 on approach for yyc. CAF #yycflood,Eyewitness
RT @redcrosscanada: We are accepting financial donations to assist people affected by flooding in Alberta: http://t.co/Xd9mbM2uj8 #abflood,NotEyewitness
Photo blog post: #yycflood - A peacefully surreal walk around South Glenmore Park. Will share some indivs next. http://t.co/iMvR6nGyUQ #yyc,NotEyewitness
RT @whogivesaknit: I think the rain is coming.... #yyc #yycflood,Eyewitness
RT @YYCFlood: UHaul Southern Alberta Offering 30 Day Storage for those affected http://t.co/jA17kM7z1N #yycflood #yyc,NotEyewitness
RT @ETCanada: Celebs tweet their support to those affected by the Calgary floods including @WilliamShatner @HappyElishas http://t.co/IjZwe9…,NotEyewitness
It is eerily quiet downtown. Only noises are water dripping and sirens #yycflood,Eyewitness
RT @clintupham: I can be in southern AB in 6 hours. Who needs an able bodied volunteer?  #yycflood #abflood #highriver,NotEyewitness
RT @PGATOURCanada: .@GrahamDeLaet is donating $1k per birdie &amp; $2.5k per eagle this week to #ABFlood relief. #PGATOURCanada is proud to mat…,NotEyewitness
RT @TheRoyGreenShow: Listen to a from the heart description of the flooding from Calgary resident Mae on http://t.co/XDs6Tq9pUq podcast. HR…,NotEyewitness
Where getting the tail end of the flood in Alberta,NotEyewitness
It's hard to look at the mess. Ready to dive in and start cleaning. @SunshineVillage @BLLTMedia #ABFlood http://t.co/XEpGGYqkM7,Eyewitness
RT @KYLEGARRETT: Mission is fully submerged. (Taken from Holy Cross Hospital rooftop).#YYCFlood #ABFlood #YYC http://t.co/JggfZDfQEl,Eyewitness
Good to be home. #nopower #yycflood,Eyewitness
King says NHL will do anything it can to accommodate schedules if necessary in light of flooding. #abflood #yycflood,NotEyewitness
Wow. This is the vid I took on Prince's Island Thursday http://t.co/TOVa9LhmX3 - and now it's totally covered. #yyc #yycflood #NenshiOn,Eyewitness
It's all starting to feel so sad. RT @CalgaryPolice: Aerial photo of flooding at Prince's Island Park. #yycflood http://t.co/H9pFYom7nM,NotEyewitness
@EricFrancis where did she deliver them? #yycflood,Eyewitness
RT @BrentToderian: The new normal with #ClimateChange: You're going to get wet. Frequency/intensity of storms. v.@aurbanist. #yycflood ht…,NotEyewitness
Canada's oil capital to be shut for days after flooding http://t.co/YMc7GceUBx,NotEyewitness
RT @CalgaryPolice: Aerial photo of flooding at the Calgary Stampede Grandstand. #yycflood http://t.co/mcxO9RekKQ,NotEyewitness
RT @KrisArvi21: #WeAreCalgary “@blackpumahat: “@ampcalgary: Who else needs to see a pic like this today? :) #calgarystrong #yycflood http:/…,Eyewitness
Bow River at the weir looking west. #yycflood #yyc #calgary http://t.co/sMy5d5xnMZ,Eyewitness
RT @CalgaryPolice: The Cushing bridge connecting 17th Ave and Blackfoot Trail is now closed due to deteriorating conditions. #yycflood,NotEyewitness
RT @ArleneDickinson: For those of you on the Telus network who wish to donate pls Text REDCROSS to 30333 #yycflood,NotEyewitness
"Panorama of 1st Ave Macleod, flood receding... #yycflood #yyc #calgary http://t.co/j1pxbKJ9Dd",Eyewitness
RT @NHLFlames: Photos from inside the Scotiabank Saddledome ~ http://t.co/Zg0KMaLnCT #yycflood #yyc,NotEyewitness
RT @AnjuRestaurant: Please spread the word. All flood workers and emergency crew come get a hot meal. #yycflood #feedthepeople,NotEyewitness
RT @MHNMcCuaig: Latest pix of the flooded TC bridge construction berm-can't even tell it's there. #medhat #mhflood #abflood http://t.co/hO4…,Eyewitness
Severe flood submerges parts of Flames' arena: Two rivers converged on the western Canadian city of Calgary ov... http://t.co/jXdLE8Ip9n,NotEyewitness
RT @NHLFlames: Flooding goes to row 8 in the Scotiabank Saddledome #yycflood #yyc http://t.co/ARd2yseLJO,NotEyewitness
We really have to stop and thank all of the amazing first responders in the province. @calgarypolice #yycfloods #albertafloods,Eyewitness
RT @cityofcalgary: Plz RT Public Schools (CBE &amp; Catholic) will be CLOSED on Monday. #yyc #yycflood,NotEyewitness
@cityofcalgary: Plz RT Public Schools (CBE &amp; Catholic) will be CLOSED on Monday. #yyc #yycflood @MariamAwara,NotEyewitness
RT @SchnockerLove: Dog found in #Bowness near C.O.P. no tags. Please call 403-288-2620 #yycflood http://t.co/1N8OKsVjCT,Eyewitness
RT @Mookalicious: The Calgary Stampede's answer to whether or not they will proceed this year?! #abflood http://t.co/OZFoudEjvY,NotEyewitness
